"season","game_type","team","week","gsis_id","position","full_name","first_name","last_name","report_primary_injury","report_secondary_injury","report_status","practice_primary_injury","practice_secondary_injury","practice_status","date_modified"
2023,"REG","ARI",1,"00-0034473","LB","Dennis Gardeck","Dennis","Gardeck",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-09-08 18:49:43
2023,"REG","ARI",1,"00-0029316","T","Kelvin Beachum","Kelvin","Beachum","Hand",NA,"Out","Hand",NA,"Did Not Participate In Practice",2023-09-08 18:50:25
2023,"REG","ARI",1,"00-0035662","WR","Marquise Brown","Marquise","Brown","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2023-09-08 18:50:02
2023,"REG","ARI",1,"00-0030061","TE","Zach Ertz","Zach","Ertz","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2023-09-08 18:50:02
2023,"REG","ATL",1,"00-0033858","TE","Jonnu Smith","Jonnu","Smith",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2023-09-06 20:54:47
2023,"REG","ATL",1,"00-0036274","CB","Jeff Okudah","Jeff","Okudah","Foot",NA,"Out","Foot",NA,"Did Not Participate In Practice",2023-09-08 17:42:34
2023,"REG","ATL",1,"00-0034854","WR","KhaDarel Hodge","KhaDarel","Hodge","Ankle",NA,"Questionable","Ankle",NA,"Full Participation in Practice",2023-09-08 17:43:18
2023,"REG","ATL",1,"00-0030578","RB","Cordarrelle Patterson","Cordarrelle","Patterson","Thigh",NA,"Questionable","Thigh",NA,"Limited Participation in Practice",2023-09-08 17:42:57
2023,"REG","BAL",1,"00-0031235","WR","Odell Beckham","Odell","Beckham",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2023-09-08 19:57:07
2023,"REG","BAL",1,"00-0032965","T","Ronnie Stanley","Ronnie","Stanley",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2023-09-08 19:56:55
2023,"REG","BAL",1,"00-0033281","CB","Marlon Humphrey","Marlon","Humphrey","Foot",NA,"Out","Foot",NA,"Did Not Participate In Practice",2023-09-08 19:57:41
2023,"REG","BAL",1,"00-0034753","TE","Mark Andrews","Mark","Andrews","Quadricep",NA,"Questionable","Quadricep",NA,"Limited Participation in Practice",2023-09-08 19:57:27
2023,"REG","BUF",1,"00-0030090","S","Micah Hyde","Micah","Hyde",NA,NA,NA,"Back",NA,"Full Participation in Practice",2023-09-09 17:24:16
2023,"REG","CAR",1,"00-0036037","S","Sam Franklin","Sam","Franklin",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-09-08 16:58:07
2023,"REG","CAR",1,"00-0036955","WR","Terrace Marshall","Terrace","Marshall",NA,NA,NA,"Back",NA,"Full Participation in Practice",2023-09-08 16:58:19
2023,"REG","CAR",1,"00-0036635","WR","Ihmir Smith-Marsette","Ihmir","Smith-Marsette",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2023-09-08 16:58:43
2023,"REG","CAR",1,"00-0031795","DT","DeShawn Williams","DeShawn","Williams",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2023-09-08 16:58:33
2023,"REG","CAR",1,"00-0034777","WR","D.J. Chark","D.J.","Chark","Hamstring",NA,"Out","Hamstring",NA,"Limited Participation in Practice",2023-09-08 16:59:01
2023,"REG","CAR",1,"00-0030035","WR","Adam Thielen","Adam","Thielen","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2023-09-08 16:59:20
2023,"REG","CHI",1,"00-0038135","S","Jaquan Brisker","Jaquan","Brisker",NA,NA,NA,"Groin",NA,"Full Participation in Practice",2023-09-08 18:13:30
2023,"REG","CHI",1,"00-0035649","G","Nate Davis","Nate","Davis",NA,NA,NA,"Not injury related - personal matter",NA,"Full Participation in Practice",2023-09-08 18:13:45
2023,"REG","CHI",1,"00-0033784","S","Eddie Jackson","Eddie","Jackson",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2023-09-08 18:13:30
2023,"REG","CHI",1,"00-0024243","TE","Marcedes Lewis","Marcedes","Lewis",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2023-09-08 18:13:52
2023,"REG","CHI",1,"00-0033782","DE","DeMarcus Walker","DeMarcus","Walker",NA,NA,NA,"Calf",NA,"Full Participation in Practice",2023-09-08 18:13:30
2023,"REG","CHI",1,"00-0033757","TE","Robert Tonyan","Robert","Tonyan","Back",NA,"Questionable",NA,NA,"
    ",2023-09-09 21:52:37
2023,"REG","CHI",1,"00-0033765","LB","Dylan Cole","Dylan","Cole","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2023-09-08 18:14:10
2023,"REG","CIN",1,"00-0033009","WR","Tyler Boyd","Tyler","Boyd",NA,NA,NA,"Toe",NA,"Full Participation in Practice",2023-09-08 18:25:09
2023,"REG","CIN",1,"00-0036442","QB","Joe Burrow","Joe","Burrow",NA,NA,NA,"Calf",NA,"Full Participation in Practice",2023-09-08 18:25:09
2023,"REG","CIN",1,"00-0036852","G","D'Ante Smith","D'Ante","Smith",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2023-09-08 18:25:09
2023,"REG","CIN",1,"00-0033548","CB","Chidobe Awuzie","Chidobe","Awuzie",NA,NA,NA,"Not injury related - resting player",NA,"Limited Participation in Practice",2023-09-08 18:25:28
2023,"REG","CIN",1,"00-0036902","DE","Joseph Ossai","Joseph","Ossai","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2023-09-08 18:25:40
2023,"REG","CLE",1,"00-0031426","G","Joel Bitonio","Joel","Bitonio",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2023-09-08 18:52:17
2023,"REG","CLE",1,"00-0033057","T","Jack Conklin","Jack","Conklin",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2023-09-08 19:35:34
2023,"REG","CLE",1,"00-0031544","WR","Amari Cooper","Amari","Cooper",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2023-09-08 18:52:17
2023,"REG","CLE",1,"00-0034856","CB","Denzel Ward","Denzel","Ward",NA,NA,NA,"Concussion",NA,"Full Participation in Practice",2023-09-08 18:52:48
2023,"REG","CLE",1,"00-0037251","DE","Alex Wright","Alex","Wright",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-09-08 19:33:42
2023,"REG","CLE",1,"00-0030068","WR","Marquise Goodwin","Marquise","Goodwin",NA,NA,NA,"Illness",NA,"Limited Participation in Practice",2023-09-08 18:52:17
2023,"REG","CLE",1,"00-0035625","S","Juan Thornhill","Juan","Thornhill","Calf",NA,"Questionable","Calf",NA,"Did Not Participate In Practice",2023-09-08 18:53:12
2023,"REG","DAL",1,"00-0033928","CB","Jourdan Lewis","Jourdan","Lewis",NA,NA,NA,"Foot",NA,"Full Participation in Practice",2023-09-08 19:27:16
2023,"REG","DAL",1,"00-0037243","T","Tyler Smith","Tyler","Smith","Hamstring",NA,"Doubtful","Hamstring",NA,"Did Not Participate In Practice",2023-09-08 19:36:26
2023,"REG","DAL",1,"00-0035301","S","Donovan Wilson","Donovan","Wilson","Calf",NA,"Doubtful","Calf",NA,"Did Not Participate In Practice",2023-09-08 19:37:03
2023,"REG","DAL",1,"00-0033877","S","Malik Hooker","Malik","Hooker","Illness",NA,"Questionable",NA,NA,"
    ",2023-09-09 21:53:23
2023,"REG","DAL",1,"00-0037665","DE","Sam Williams","Sam","Williams","Foot",NA,"Questionable","Foot",NA,"Full Participation in Practice",2023-09-08 19:35:58
2023,"REG","DAL",1,"00-0027947","T","Tyron Smith","Tyron","Smith","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2023-09-08 19:35:58
2023,"REG","DEN",1,"00-0037252","TE","Greg Dulcich","Greg","Dulcich",NA,NA,NA,"Not injury related - personal matter",NA,"Full Participation in Practice",2023-09-08 20:13:48
2023,"REG","DEN",1,"00-0031484","TE","Chris Manhertz","Chris","Manhertz",NA,NA,NA,"Chest",NA,"Full Participation in Practice",2023-09-08 20:13:48
2023,"REG","DEN",1,"00-0036874","CB","Patrick Surtain","Patrick","Surtain",NA,NA,NA,"Ankle",NA,"Limited Participation in Practice",2023-09-08 20:14:27
2023,"REG","DEN",1,"00-0036407","WR","Jerry Jeudy","Jerry","Jeudy","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2023-09-08 20:14:00
2023,"REG","DEN",1,"00-0038552","CB","Riley Moss","Riley","Moss","Abdomen",NA,"Questionable","Abdomen",NA,"Limited Participation in Practice",2023-09-08 20:14:00
2023,"REG","DET",1,"00-0035219","DT","Isaiah Buggs","Isaiah","Buggs",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2023-09-06 20:47:39
2023,"REG","DET",1,"00-0036993","S","Ifeatu Melifonwu","Ifeatu","Melifonwu",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2023-09-06 20:47:39
2023,"REG","DET",1,"00-0034345","C","Frank Ragnow","Frank","Ragnow",NA,NA,NA,"Toe","Not injury related - resting p","Full Participation in Practice",2023-09-06 20:48:34
2023,"REG","DET",1,"00-0034096","CB","Emmanuel Moseley","Emmanuel","Moseley","Knee",NA,"Out","Knee",NA,"Limited Participation in Practice",2023-09-06 20:49:21
2023,"REG","GB",1,"00-0030074","T","David Bakhtiari","David","Bakhtiari",NA,NA,NA,"Not injury related - resting player","Knee","Did Not Participate In Practice",2023-09-08 18:51:02
2023,"REG","GB",1,"00-0038411","CB","Anthony Johnson","Anthony","Johnson",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-09-08 18:51:02
2023,"REG","GB",1,"00-0038393","WR","Dontayvion Wicks","Dontayvion","Wicks",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2023-09-08 18:51:02
2023,"REG","GB",1,"00-0034967","LB","Rashan Gary","Rashan","Gary",NA,NA,NA,"Knee",NA,"Limited Participation in Practice",2023-09-08 18:51:02
2023,"REG","GB",1,"00-0038124","WR","Christian Watson","Christian","Watson","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2023-09-08 18:52:30
2023,"REG","GB",1,"00-0037816","WR","Romeo Doubs","Romeo","Doubs","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2023-09-08 18:51:10
2023,"REG","HOU",1,"00-0037823","LB","Christian Harris","Christian","Harris",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2023-09-08 20:10:16
2023,"REG","HOU",1,"00-0035276","LB","Blake Cashman","Blake","Cashman","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2023-09-08 20:10:25
2023,"REG","HOU",1,"00-0037614","WR","John Metchie","John","Metchie","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2023-09-08 20:10:32
2023,"REG","HOU",1,"00-0031298","S","Jimmie Ward","Jimmie","Ward","Hip",NA,"Out","Hip",NA,"Did Not Participate In Practice",2023-09-08 20:10:38
2023,"REG","HOU",1,"00-0033854","RB","Dare Ogunbowale","Dare","Ogunbowale","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2023-09-08 20:10:18
2023,"REG","IND",1,"00-0039156","CB","Julius Brents","Julius","Brents",NA,NA,NA,"Not injury related - personal matter",NA,"Did Not Participate In Practice",2023-09-08 19:05:01
2023,"REG","IND",1,"00-0034846","LB","Shaquille Leonard","Shaquille","Leonard",NA,NA,NA,"Concussion",NA,"Full Participation in Practice",2023-09-08 19:04:45
2023,"REG","IND",1,"00-0032378","DT","DeForest Buckner","DeForest","Buckner",NA,NA,NA,"Forearm",NA,"Limited Participation in Practice",2023-09-08 19:05:12
2023,"REG","IND",1,"00-0036251","RB","Zack Moss","Zack","Moss","Forearm",NA,"Questionable","Forearm",NA,"Limited Participation in Practice",2023-09-08 19:05:27
2023,"REG","JAX",1,"00-0038596","S","Antonio Johnson","Antonio","Johnson","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2023-09-08 18:14:40
2023,"REG","JAX",1,"00-0038940","DE","Tyler Lacy","Tyler","Lacy","Hip",NA,"Out","Hip",NA,"Limited Participation in Practice",2023-09-08 18:14:48
2023,"REG","KC",1,"00-0035149","G","Nick Allegretti","Nick","Allegretti",NA,NA,NA,"Pectoral",NA,"Full Participation in Practice",2023-09-06 19:49:55
2023,"REG","KC",1,"00-0034286","WR","Richie James","Richie","James",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-09-06 19:49:55
2023,"REG","KC",1,"00-0038986","CB","Nic Jones","Nic","Jones",NA,NA,NA,"Hand",NA,"Full Participation in Practice",2023-09-06 19:49:55
2023,"REG","KC",1,"00-0036374","CB","L'Jarius Sneed","L'Jarius","Sneed",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-09-06 19:50:11
2023,"REG","KC",1,"00-0038983","DE","B.J. Thompson","B.J.","Thompson",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2023-09-06 19:49:55
2023,"REG","KC",1,"00-0036913","WR","Kadarius Toney","Kadarius","Toney",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-09-06 19:50:17
2023,"REG","KC",1,"00-0035890","DT","Tershawn Wharton","Tershawn","Wharton",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-09-06 19:49:55
2023,"REG","KC",1,"00-0030506","TE","Travis Kelce","Travis","Kelce","Knee",NA,"Questionable","Knee",NA,"Did Not Participate In Practice",2023-09-06 19:50:22
2023,"REG","LA",1,"00-0034804","C","Brian Allen","Brian","Allen",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2023-09-08 19:52:17
2023,"REG","LA",1,"00-0036415","WR","Van Jefferson","Van","Jefferson",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2023-09-08 19:52:35
2023,"REG","LA",1,"00-0039107","QB","Stetson Bennett","Stetson","Bennett","right Shoulder",NA,"Questionable","right Shoulder",NA,"Did Not Participate In Practice",2023-09-08 19:53:13
2023,"REG","LA",1,"00-0033908","WR","Cooper Kupp","Cooper","Kupp","Hamstring",NA,"Questionable","Hamstring",NA,"Did Not Participate In Practice",2023-09-08 19:53:13
2023,"REG","LA",1,"00-0037004","TE","Hunter Long","Hunter","Long","Thigh",NA,"Questionable","Thigh",NA,"Did Not Participate In Practice",2023-09-08 19:53:13
2023,"REG","LAC",1,"00-0038553","LB","Daiyan Henley","Daiyan","Henley","Hamstring",NA,"Doubtful","Hamstring",NA,"Did Not Participate In Practice",2023-09-08 20:17:56
2023,"REG","LAC",1,"00-0036867","LB","Chris Rumph","Chris","Rumph","Hamstring",NA,"Doubtful","Hamstring",NA,"Did Not Participate In Practice",2023-09-08 20:18:00
2023,"REG","LV",1,"00-0034545","CB","Brandon Facyson","Brandon","Facyson","Shin",NA,"Out","Shin",NA,"Did Not Participate In Practice",2023-09-08 20:24:12
2023,"REG","LV",1,"00-0029585","DE","Chandler Jones","Chandler","Jones","Not injury related - personal matter",NA,"Out","Not injury related - personal matter",NA,"Did Not Participate In Practice",2023-09-08 20:24:16
2023,"REG","LV",1,"00-0031763","WR","DeAndre Carter","DeAndre","Carter","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2023-09-08 20:24:05
2023,"REG","MIA",1,"00-0039040","RB","Devon Achane","Devon","Achane",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2023-09-08 19:44:37
2023,"REG","MIA",1,"00-0036020","RB","Salvon Ahmed","Salvon","Ahmed",NA,NA,NA,"Back",NA,"Full Participation in Practice",2023-09-08 19:44:37
2023,"REG","MIA",1,"00-0036213","DT","Raekwon Davis","Raekwon","Davis",NA,NA,NA,"Elbow",NA,"Full Participation in Practice",2023-09-08 19:44:37
2023,"REG","MIA",1,"00-0037010","T","Liam Eichenberg","Liam","Eichenberg",NA,NA,NA,"Ribs",NA,"Full Participation in Practice",2023-09-08 19:44:37
2023,"REG","MIA",1,"00-0036221","S","Brandon Jones","Brandon","Jones",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-09-08 19:44:37
2023,"REG","MIA",1,"00-0036613","WR","Jaylen Waddle","Jaylen","Waddle",NA,NA,NA,"Oblique",NA,"Full Participation in Practice",2023-09-08 19:44:37
2023,"REG","MIA",1,"00-0034352","C","Connor Williams","Connor","Williams",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-09-08 19:44:37
2023,"REG","MIA",1,"00-0030067","T","Terron Armstead","Terron","Armstead","Back","ankle, knee","Out","Back","Ankle / Knee","Did Not Participate In Practice",2023-09-08 19:45:33
2023,"REG","MIA",1,"00-0034248","S","Elijah Campbell","Elijah","Campbell","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2023-09-08 19:46:05
2023,"REG","MIA",1,"00-0029530","CB","Justin Bethel","Justin","Bethel","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2023-09-08 19:46:23
2023,"REG","MIA",1,"00-0038720","TE","Julian Hill","Julian","Hill","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2023-09-08 19:46:46
2023,"REG","MIN",1,"00-0036338","LB","Troy Dye","Troy","Dye",NA,NA,NA,"Elbow",NA,"Full Participation in Practice",2023-09-08 18:34:38
2023,"REG","MIN",1,"00-0037500","P","Ryan Wright","Ryan","Wright",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2023-09-08 18:34:38
2023,"REG","MIN",1,"00-0034344","DE","Marcus Davenport","Marcus","Davenport","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2023-09-08 18:37:31
2023,"REG","NE",1,"00-0032071","T","Trenton Brown","Trenton","Brown",NA,NA,NA,"Illness",NA,"Limited Participation in Practice",2023-09-06 20:06:28
2023,"REG","NE",1,"00-0038039","CB","Jack Jones","Jack","Jones","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2023-09-08 20:05:36
2023,"REG","NE",1,"00-0038132","QB","Matt Corral","Matt","Corral","Not injury related - personal matter",NA,"Questionable","Not Injury Related",NA,"Did Not Participate In Practice",2023-09-08 21:16:04
2023,"REG","NE",1,"00-0036875","RB","Rhamondre Stevenson","Rhamondre","Stevenson","Illness",NA,"Questionable","Illness",NA,"Did Not Participate In Practice",2023-09-08 20:05:24
2023,"REG","NE",1,"00-0036198","G","Michael Onwenu","Michael","Onwenu","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2023-09-08 20:05:24
2023,"REG","NE",1,"00-0031547","WR","DeVante Parker","DeVante","Parker","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2023-09-08 20:05:24
2023,"REG","NE",1,"00-0038103","G","Cole Strange","Cole","Strange","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2023-09-08 20:05:24
2023,"REG","NO",1,"00-0027696","TE","Jimmy Graham","Jimmy","Graham",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2023-09-08 19:19:08
2023,"REG","NO",1,"00-0033874","CB","Marshon Lattimore","Marshon","Lattimore",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-09-08 19:19:08
2023,"REG","NO",1,"00-0033888","T","Ryan Ramczyk","Ryan","Ramczyk",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2023-09-08 19:19:08
2023,"REG","NO",1,"00-0034116","S","J.T. Gray","J.T.","Gray","Shoulder",NA,"Out","Shoulder",NA,"Did Not Participate In Practice",2023-09-08 19:19:47
2023,"REG","NO",1,"00-0034765","WR","Tre'Quan Smith","Tre'Quan","Smith","Groin",NA,"Out","Groin",NA,"Did Not Participate In Practice",2023-09-08 19:19:30
2023,"REG","NO",1,"00-0038551","RB","Kendre Miller","Kendre","Miller","Hamstring",NA,"Questionable","Hamstring",NA,"Did Not Participate In Practice",2023-09-08 19:20:01
2023,"REG","NYG",1,"00-0036569","RB","Gary Brightwell","Gary","Brightwell",NA,NA,NA,"Knee",NA,"Limited Participation in Practice",2023-09-08 18:23:47
2023,"REG","NYG",1,"00-0036145","TE","Lawrence Cager","Lawrence","Cager",NA,NA,NA,"Ankle",NA,"Limited Participation in Practice",2023-09-08 18:23:47
2023,"REG","NYG",1,"00-0037758","CB","Cordale Flott","Cordale","Flott","Hamstring",NA,"Doubtful","Hamstring",NA,"Limited Participation in Practice",2023-09-08 18:24:50
2023,"REG","NYG",1,"00-0038413","S","Gervarrius Owens","Gervarrius","Owens","Hamstring",NA,"Doubtful","Hamstring",NA,"Limited Participation in Practice",2023-09-08 18:25:09
2023,"REG","NYG",1,"00-0038117","WR","Wan'Dale Robinson","Wan'Dale","Robinson","Knee",NA,"Doubtful","Knee",NA,"Limited Participation in Practice",2023-09-08 18:25:21
2023,"REG","NYG",1,"00-0036400","LB","Cam Brown","Cam","Brown","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2023-09-08 18:24:21
2023,"REG","NYG",1,"00-0037260","DT","D.J. Davidson","D.J.","Davidson","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2023-09-08 18:24:21
2023,"REG","NYG",1,"00-0031610","TE","Darren Waller","Darren","Waller","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2023-09-08 18:24:21
2023,"REG","NYJ",1,"00-0036501","CB","Michael Carter","Michael","Carter",NA,NA,NA,"Elbow",NA,"Full Participation in Practice",2023-09-09 19:00:26
2023,"REG","NYJ",1,"00-0036284","T","Mekhi Becton","Mekhi","Becton","Knee","Illness","Questionable","Knee","Illness","Full Participation in Practice",2023-09-09 19:00:40
2023,"REG","NYJ",1,"00-0026166","T","Duane Brown","Duane","Brown","Shoulder",NA,"Questionable","Shoulder",NA,"Full Participation in Practice",2023-09-09 19:00:40
2023,"REG","NYJ",1,"00-0038120","RB","Breece Hall","Breece","Hall","Knee",NA,"Questionable","Knee",NA,"Full Participation in Practice",2023-09-09 19:00:40
2023,"REG","PHI",1,"00-0037136","CB","Mario Goodrich","Mario","Goodrich",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2023-09-08 19:46:44
2023,"REG","PHI",1,"00-0037137","CB","Josh Jobe","Josh","Jobe",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2023-09-08 19:46:38
2023,"REG","PIT",1,"00-0027969","DT","Cameron Heyward","Cameron","Heyward",NA,NA,NA,"Not injury related - resting player","Stomach","Full Participation in Practice",2023-09-08 19:26:09
2023,"REG","PIT",1,"00-0033905","DT","Larry Ogunjobi","Larry","Ogunjobi","Foot",NA,"Questionable","Foot",NA,"Limited Participation in Practice",2023-09-08 19:26:55
2023,"REG","SEA",1,"00-0036409","LB","Jordyn Brooks","Jordyn","Brooks",NA,NA,NA,"Not injury related - resting player","Knee","Full Participation in Practice",2023-09-08 21:04:53
2023,"REG","SEA",1,"00-0039047","LB","Derick Hall","Derick","Hall",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2023-09-08 21:05:17
2023,"REG","SEA",1,"00-0038133","LB","Boye Mafe","Boye","Mafe",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2023-09-08 21:05:06
2023,"REG","SEA",1,"00-0038591","DE","Mike Morris","Mike","Morris",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2023-09-08 21:04:43
2023,"REG","SEA",1,"00-0032387","DT","Jarran Reed","Jarran","Reed",NA,NA,NA,"Toe",NA,"Full Participation in Practice",2023-09-08 21:06:00
2023,"REG","SEA",1,"00-0038543","WR","Jaxon Smith-Njigba","Jaxon","Smith-Njigba",NA,NA,NA,"Wrist",NA,"Full Participation in Practice",2023-09-08 21:04:43
2023,"REG","SEA",1,"00-0036413","LB","Darrell Taylor","Darrell","Taylor",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2023-09-08 21:04:43
2023,"REG","SEA",1,"00-0035164","WR","Cody Thompson","Cody","Thompson",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2023-09-08 21:04:43
2023,"REG","SEA",1,"00-0038134","RB","Kenneth Walker","Kenneth","Walker",NA,NA,NA,"Groin",NA,"Limited Participation in Practice",2023-09-08 21:04:43
2023,"REG","SEA",1,"00-0033872","S","Jamal Adams","Jamal","Adams","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2023-09-08 19:48:24
2023,"REG","SEA",1,"00-0038636","RB","Kenny McIntosh","Kenny","McIntosh","Knee","Hamstring","Out","Knee","Hamstring","Did Not Participate In Practice",2023-09-08 19:47:48
2023,"REG","SEA",1,"00-0036417","G","Damien Lewis","Damien","Lewis","Shoulder",NA,"Questionable","Shoulder",NA,"Full Participation in Practice",2023-09-08 19:49:09
2023,"REG","SEA",1,"00-0039169","CB","Devon Witherspoon","Devon","Witherspoon","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2023-09-08 19:49:41
2023,"REG","SF",1,"00-0035717","DE","Nick Bosa","Nick","Bosa",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2023-09-08 19:44:52
2023,"REG","SF",1,"00-0034754","LB","Oren Burks","Oren","Burks",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-09-08 19:45:52
2023,"REG","SF",1,"00-0032151","C","Jon Feliciano","Jon","Feliciano",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2023-09-08 19:44:30
2023,"REG","SF",1,"00-0028924","S","Tashaun Gipson","Tashaun","Gipson",NA,NA,NA,"Back",NA,"Full Participation in Practice",2023-09-08 19:45:34
2023,"REG","SF",1,"00-0036564","S","Talanoa Hufanga","Talanoa","Hufanga",NA,NA,NA,"Knee","Not injury related - personal ","Full Participation in Practice",2023-09-08 19:45:44
2023,"REG","SF",1,"00-0037525","RB","Jordan Mason","Jordan","Mason",NA,NA,NA,"Foot",NA,"Full Participation in Practice",2023-09-08 19:46:16
2023,"REG","SF",1,"00-0034407","WR","Ray-Ray McCloud","Ray-Ray","McCloud",NA,NA,NA,"Wrist",NA,"Full Participation in Practice",2023-09-08 19:45:24
2023,"REG","SF",1,"00-0038562","K","Jake Moody","Jake","Moody",NA,NA,NA,"right Quadricep",NA,"Full Participation in Practice",2023-09-08 19:45:15
2023,"REG","SF",1,"00-0034091","S","George Odum","George","Odum",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2023-09-08 19:44:30
2023,"REG","SF",1,"00-0037834","QB","Brock Purdy","Brock","Purdy",NA,NA,NA,"right Elbow",NA,"Full Participation in Practice",2023-09-08 19:44:30
2023,"REG","SF",1,"00-0027857","T","Trent Williams","Trent","Williams",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2023-09-08 19:44:30
2023,"REG","SF",1,"00-0033288","TE","George Kittle","George","Kittle","Groin",NA,"Questionable","Groin",NA,"Limited Participation in Practice",2023-09-08 19:46:24
2023,"REG","SF",1,"00-0034573","CB","Charvarius Ward","Charvarius","Ward","Heel",NA,"Questionable","Heel",NA,"Limited Participation in Practice",2023-09-08 19:46:24
2023,"REG","TB",1,"00-0038823","S","Kaevon Merriweather","Kaevon","Merriweather",NA,NA,NA,"Quadricep",NA,"Full Participation in Practice",2023-09-08 18:41:45
2023,"REG","TB",1,"00-0035254","LB","Anthony Nelson","Anthony","Nelson",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2023-09-08 18:42:08
2023,"REG","TB",1,"00-0036450","RB","Ke'Shawn Vaughn","Ke'Shawn","Vaughn",NA,NA,NA,"Not injury related - personal matter",NA,"Full Participation in Practice",2023-09-08 18:41:45
2023,"REG","TB",1,"00-0036411","S","Antoine Winfield","Antoine","Winfield",NA,NA,NA,"Calf",NA,"Full Participation in Practice",2023-09-08 18:41:45
2023,"REG","TB",1,"00-0039157","G","Cody Mauch","Cody","Mauch","Back",NA,"Questionable","Back",NA,"Did Not Participate In Practice",2023-09-08 18:42:16
